YEAR,MONTH,STATE,TOTAL_CANCELLED
2014,8,Pennsylvania,25
2014,8,Rhode Island,8
2014,8,South Carolina,17
2014,8,South Dakota,15
2014,8,Tennessee,48
2014,8,Texas,429
2014,8,Utah,32
2014,8,Vermont,6
2014,8,Virginia,81
2014,8,Washington,37
2014,8,West Virginia,14
2014,8,Wisconsin,51
2014,8,Wyoming,4
2014,9,Alabama,17
2014,9,Alaska,7
2014,9,Arizona,74
2014,9,Arkansas,28
2014,9,California,130
2014,9,Colorado,93
2014,9,Connecticut,16
2014,9,Florida,36
2014,9,Georgia,108
2014,9,Hawaii,10
2014,9,Idaho,2
2014,9,Illinois,1752
2014,9,Indiana,50
2014,9,Iowa,22
2014,9,Kansas,23
2014,9,Kentucky,36
2014,9,Louisiana,16
2014,9,Maine,4
2014,9,Maryland,45
2014,9,Massachusetts,69
2014,9,Michigan,93
2014,9,Minnesota,75
2014,9,Mississippi,14
2014,9,Missouri,31
2014,9,Montana,1
2014,9,Nebraska,29
2014,9,Nevada,59
2014,9,New Hampshire,13
2014,9,New Jersey,87
2014,9,New York,53
2014,9,North Carolina,45
2014,9,North Dakota,20
2014,9,Ohio,55
2014,9,Oklahoma,26
2014,9,Oregon,20
2014,9,Pennsylvania,34
2014,9,Rhode Island,8
2014,9,South Carolina,20
2014,9,South Dakota,28
2014,9,Tennessee,63
2014,9,Texas,151
2014,9,Utah,20
2014,9,Vermont,3
2014,9,Virginia,92
2014,9,Washington,26
2014,9,West Virginia,8
2014,9,Wisconsin,142
2014,10,Alabama,14
2014,10,Alaska,12
2014,10,Arizona,38
2014,10,Arkansas,25
2014,10,California,106
2014,10,Colorado,61
2014,10,Connecticut,8
2014,10,Florida,27
2014,10,Georgia,63
2014,10,Hawaii,16
2014,10,Idaho,5
2014,10,Illinois,955
2014,10,Indiana,24
2014,10,Iowa,24
2014,10,Kansas,16
2014,10,Kentucky,26
2014,10,Louisiana,13
2014,10,Maine,4
2014,10,Maryland,20
2014,10,Massachusetts,71
2014,10,Michigan,53
2014,10,Minnesota,36
2014,10,Mississippi,22
2014,10,Missouri,27
2014,10,Montana,1
2014,10,Nebraska,31
2014,10,Nevada,42
2014,10,New Hampshire,8
2014,10,New Jersey,36
2014,10,New York,42
2014,10,North Carolina,41
2014,10,North Dakota,16
2014,10,Ohio,45
2014,10,Oklahoma,27
2014,10,Oregon,10
2014,10,Pennsylvania,18
2014,10,Rhode Island,6
2014,10,South Carolina,15
2014,10,South Dakota,14
2014,10,Tennessee,41
2014,10,Texas,468
2014,10,Utah,26
2014,10,Vermont,3
2014,10,Virginia,79
2014,10,Washington,24
2014,10,West Virginia,4
2014,10,Wisconsin,58
2014,11,Alabama,2
2014,11,Alaska,10
2014,11,Arizona,34
2014,11,Arkansas,14
2014,11,California,112
2014,11,Colorado,154
2014,11,Connecticut,20
2014,11,Delaware,1
2014,11,Florida,45
2014,11,Georgia,34
2014,11,Hawaii,16
2014,11,Idaho,11
2014,11,Illinois,362
2014,11,Indiana,16
2014,11,Iowa,17
2014,11,Kansas,16
2014,11,Kentucky,28
2014,11,Louisiana,11
2014,11,Maine,15
2014,11,Maryland,55
2014,11,Massachusetts,46
2014,11,Michigan,67
2014,11,Minnesota,115
2014,11,Mississippi,5
2014,11,Missouri,32
2014,11,Montana,2
2014,11,Nebraska,12
2014,11,Nevada,32
2014,11,New Hampshire,7
2014,11,New Jersey,103
2014,11,New York,139
2014,11,North Carolina,35
2014,11,North Dakota,11
2014,11,Ohio,33
2014,11,Oklahoma,13
2014,11,Oregon,14
2014,11,Pennsylvania,20
2014,11,Rhode Island,7
2014,11,South Carolina,8
2014,11,South Dakota,9
2014,11,Tennessee,35
2014,11,Texas,276
2014,11,Utah,32
2014,11,Vermont,3
2014,11,Virginia,71
2014,11,Washington,20
2014,11,West Virginia,1
2014,11,Wisconsin,36
2014,11,Wyoming,11
2014,12,Alabama,7
2014,12,Alaska,7
2014,12,Arizona,65
2014,12,Arkansas,16
2014,12,California,237
2014,12,Colorado,327
2014,12,Connecticut,4
2014,12,Florida,27
2014,12,Georgia,83
2014,12,Hawaii,14
2014,12,Idaho,25
2014,12,Illinois,327
2014,12,Indiana,31
2014,12,Iowa,19
2014,12,Kansas,11
2014,12,Kentucky,31
2014,12,Louisiana,18
2014,12,Maine,4
2014,12,Maryland,39
2014,12,Massachusetts,42
2014,12,Michigan,68
2014,12,Minnesota,58
2014,12,Mississippi,16
2014,12,Missouri,30
2014,12,Montana,7
2014,12,Nebraska,17
2014,12,Nevada,126
2014,12,New Hampshire,1
2014,12,New Jersey,129
2014,12,New York,33
2014,12,North Carolina,19
2014,12,North Dakota,14
2014,12,Ohio,37
2014,12,Oklahoma,17
2014,12,Oregon,24
2014,12,Pennsylvania,22
2014,12,Rhode Island,3
2014,12,South Carolina,12
2014,12,South Dakota,15
2014,12,Tennessee,35
2014,12,Texas,639
2014,12,Utah,74
2014,12,Vermont,16
2014,12,Virginia,68
2014,12,Washington,29
2014,12,West Virginia,6
2014,12,Wisconsin,31
2014,12,Wyoming,9
2015,1,Alabama,12
2015,1,Alaska,10
2015,1,Arizona,89
2015,1,Arkansas,32
2015,1,California,251
2015,1,Colorado,273
2015,1,Connecticut,103
2015,1,Florida,189
2015,1,Georgia,263
2015,1,Hawaii,16
2015,1,Idaho,29
2015,1,Illinois,1118
2015,1,Indiana,74
2015,1,Iowa,43
2015,1,Kansas,25
2015,1,Kentucky,62
2015,1,Louisiana,36
2015,1,Maine,14
2015,1,Maryland,158
2015,1,Massachusetts,648
2015,1,Michigan,201
2015,1,Minnesota,110
2015,1,Mississippi,5
2015,1,Missouri,90
2015,1,Montana,2
2015,1,Nebraska,41
2015,1,Nevada,87
2015,1,New Hampshire,27
2015,1,New Jersey,659
2015,1,New York,510
2015,1,North Carolina,129
2015,1,North Dakota,15
2015,1,Ohio,87
2015,1,Oklahoma,24
2015,1,Oregon,16
2015,1,Pennsylvania,300
2015,1,Rhode Island,75
2015,1,South Carolina,33
2015,1,South Dakota,28
2015,1,Tennessee,95
2015,1,Texas,524
2015,1,Utah,59
2015,1,Vermont,10
2015,1,Virginia,329
2015,1,Washington,58
2015,1,West Virginia,1
2015,1,Wisconsin,73
2015,1,Wyoming,10
2015,2,Alabama,37
2015,2,Alaska,20
2015,2,Arizona,164
2015,2,Arkansas,69
2015,2,California,327
2015,2,Colorado,401
2015,2,Connecticut,127
2015,2,Delaware,3
2015,2,Florida,289
2015,2,Georgia,932
2015,2,Hawaii,14
2015,2,Idaho,7
2015,2,Illinois,1699
2015,2,Indiana,71
2015,2,Iowa,64
2015,2,Kansas,26
2015,2,Kentucky,94
2015,2,Louisiana,83
2015,2,Maine,28
2015,2,Maryland,335
2015,2,Massachusetts,1145
2015,2,Michigan,375
2015,2,Minnesota,150
2015,2,Mississippi,52
2015,2,Missouri,174
2015,2,Montana,3
2015,2,Nebraska,56
2015,2,Nevada,173
2015,2,New Hampshire,44
2015,2,New Jersey,616
2015,2,New York,557
2015,2,North Carolina,469
2015,2,North Dakota,26
2015,2,Ohio,161
2015,2,Oklahoma,52
2015,2,Oregon,24
2015,2,Pennsylvania,240
2015,2,Rhode Island,90
2015,2,South Carolina,57
2015,2,South Dakota,32
2015,2,Tennessee,421
2015,2,Texas,2000
2015,2,Utah,58
2015,2,Vermont,13
2015,2,Virginia,561
2015,2,Washington,66
2015,2,West Virginia,17
2015,2,Wisconsin,123
2015,2,Wyoming,13
2015,3,Alabama,22
2015,3,Alaska,5
2015,3,Arizona,81
2015,3,Arkansas,41
2015,3,California,183
2015,3,Colorado,149
2015,3,Connecticut,35
2015,3,Delaware,2
2015,3,Florida,150
2015,3,Georgia,269
2015,3,Hawaii,25
2015,3,Idaho,2
2015,3,Illinois,703
2015,3,Indiana,51
2015,3,Iowa,26
2015,3,Kansas,20
2015,3,Kentucky,66
2015,3,Louisiana,52
2015,3,Maine,18
2015,3,Maryland,332
2015,3,Massachusetts,237
2015,3,Michigan,155
2015,3,Minnesota,96
2015,3,Mississippi,32
2015,3,Missouri,93
2015,3,Montana,2
2015,3,Nebraska,25
2015,3,Nevada,106
2015,3,New Hampshire,21
2015,3,New Jersey,526
2015,3,New York,439
2015,3,North Carolina,109
2015,3,North Dakota,8
2015,3,Ohio,110
2015,3,Oklahoma,45
2015,3,Oregon,15
2015,3,Pennsylvania,256
2015,3,Rhode Island,28
2015,3,South Carolina,31
2015,3,South Dakota,12
2015,3,Tennessee,160
2015,3,Texas,1128
2015,3,Utah,25
2015,3,Vermont,9
2015,3,Virginia,370
2015,3,Washington,16
2015,3,West Virginia,8
2015,3,Wisconsin,62
2015,3,Wyoming,2
2015,4,Alabama,9
2015,4,Alaska,11
2015,4,Arizona,60
2015,4,Arkansas,10
2015,4,California,103
2015,4,Colorado,133
2015,4,Connecticut,6
2015,4,Florida,36
2015,4,Georgia,102
2015,4,Hawaii,15
2015,4,Idaho,2
2015,4,Illinois,508
2015,4,Indiana,19
2015,4,Iowa,14
2015,4,Kansas,13
2015,4,Kentucky,36
2015,4,Louisiana,51
2015,4,Maine,11
2015,4,Maryland,44
2015,4,Massachusetts,65
2015,4,Michigan,38
2015,4,Minnesota,34
2015,4,Mississippi,12
2015,4,Missouri,24
2015,4,Montana,4
2015,4,Nebraska,21
2015,4,Nevada,47
2015,4,New Hampshire,5
2015,4,New Jersey,107
2015,4,New York,116
2015,4,North Carolina,39
2015,4,North Dakota,6
2015,4,Ohio,41
2015,4,Oklahoma,12
2015,4,Oregon,18
2015,4,Pennsylvania,16
2015,4,Rhode Island,3
2015,4,South Carolina,9
2015,4,South Dakota,13
2015,4,Tennessee,34
2015,4,Texas,348
2015,4,Utah,40
2015,4,Vermont,5
2015,4,Virginia,58
2015,4,Washington,35
2015,4,West Virginia,5
2015,4,Wisconsin,32
2015,4,Wyoming,2
2015,5,Alabama,14
2015,5,Alaska,8
2015,5,Arizona,54
2015,5,Arkansas,17
2015,5,California,97
2015,5,Colorado,109
2015,5,Connecticut,5
2015,5,Florida,64
2015,5,Georgia,148
2015,5,Hawaii,13
2015,5,Idaho,6
2015,5,Illinois,289
2015,5,Indiana,25
2015,5,Iowa,11
2015,5,Kansas,12
2015,5,Kentucky,31
2015,5,Louisiana,50
2015,5,Maine,6
2015,5,Maryland,71
2015,5,Massachusetts,76
2015,5,Michigan,52
2015,5,Minnesota,48
2015,5,Mississippi,19
2015,5,Missouri,46
2015,5,Nebraska,12
2015,5,Nevada,75
2015,5,New Hampshire,4
2015,5,New Jersey,129
2015,5,New York,88
2015,5,North Carolina,34
2015,5,North Dakota,7
2015,5,Ohio,48
2015,5,Oklahoma,37
2015,5,Oregon,24
2015,5,Pennsylvania,50
2015,5,Rhode Island,3
2015,5,South Carolina,13
2015,5,South Dakota,5
2015,5,Tennessee,42
2015,5,Texas,803
2015,5,Utah,29
2015,5,Vermont,2
2015,5,Virginia,85
2015,5,Washington,28
2015,5,West Virginia,4
2015,5,Wisconsin,39
2015,6,Alabama,27
2015,6,Alaska,14
2015,6,Arizona,105
2015,6,Arkansas,34
2015,6,California,280
2015,6,Colorado,213
2015,6,Connecticut,27
2015,6,Florida,127
2015,6,Georgia,287
2015,6,Hawaii,14
2015,6,Idaho,8
2015,6,Illinois,1223
2015,6,Indiana,51
2015,6,Iowa,30
2015,6,Kansas,28
2015,6,Kentucky,71
2015,6,Louisiana,59
2015,6,Maine,13
2015,6,Maryland,260
2015,6,Massachusetts,144
2015,6,Michigan,106
2015,6,Minnesota,114
2015,6,Mississippi,18
2015,6,Missouri,82
2015,6,Montana,5
2015,6,Nebraska,27
2015,6,Nevada,125
2015,6,New Hampshire,20
2015,6,New Jersey,296
2015,6,New York,136
2015,6,North Carolina,67
2015,6,North Dakota,14
2015,6,Ohio,93
2015,6,Oklahoma,25
2015,6,Oregon,32
2015,6,Pennsylvania,55
2015,6,Rhode Island,23
2015,6,South Carolina,31
2015,6,South Dakota,21
2015,6,Tennessee,93
2015,6,Texas,359
2015,6,Utah,29
2015,6,Vermont,15
2015,6,Virginia,178
2015,6,Washington,70
2015,6,West Virginia,5
2015,6,Wisconsin,63
2015,6,Wyoming,5
2015,7,Alabama,16
2015,7,Alaska,8
2015,7,Arizona,63
2015,7,Arkansas,8
2015,7,California,283
2015,7,Colorado,120
2015,7,Connecticut,9
2015,7,Florida,57
2015,7,Georgia,87
2015,7,Hawaii,20
2015,7,Idaho,11
2015,7,Illinois,482
2015,7,Indiana,37
2015,7,Iowa,6
2015,7,Kansas,11
2015,7,Kentucky,31
2015,7,Louisiana,10
2015,7,Maine,16
2015,7,Maryland,52
2015,7,Massachusetts,80
2015,7,Michigan,62
2015,7,Minnesota,52
2015,7,Mississippi,5
2015,7,Missouri,20
2015,7,Montana,3
2015,7,Nebraska,18
2015,7,Nevada,65
2015,7,New Hampshire,5
2015,7,New Jersey,229
2015,7,New York,113
2015,7,North Carolina,44
2015,7,North Dakota,7
2015,7,Ohio,54
2015,7,Oklahoma,16
2015,7,Oregon,10
2015,7,Pennsylvania,23
2015,7,Rhode Island,6
2015,7,South Carolina,22
2015,7,South Dakota,5
2015,7,Tennessee,56
2015,7,Texas,100
2015,7,Utah,27
2015,7,Vermont,5
2015,7,Virginia,105
2015,7,Washington,31
2015,7,West Virginia,3
2015,7,Wisconsin,29
2015,8,Alabama,13
2015,8,Alaska,10
2015,8,Arizona,90
2015,8,Arkansas,15
2015,8,California,244
2015,8,Colorado,76
2015,8,Connecticut,20
2015,8,Florida,86
2015,8,Georgia,98
2015,8,Hawaii,34
2015,8,Idaho,8
2015,8,Illinois,563
2015,8,Indiana,32
2015,8,Iowa,14
2015,8,Kansas,11
2015,8,Kentucky,25
2015,8,Louisiana,20
2015,8,Maine,10
2015,8,Maryland,145
2015,8,Massachusetts,88
2015,8,Michigan,57
2015,8,Minnesota,52
2015,8,Mississippi,6
2015,8,Missouri,39
2015,8,Montana,3
2015,8,Nebraska,12
2015,8,Nevada,94
2015,8,New Hampshire,10
2015,8,New Jersey,139
2015,8,New York,99
2015,8,North Carolina,107
2015,8,North Dakota,7
2015,8,Ohio,36
2015,8,Oklahoma,13
2015,8,Oregon,14
2015,8,Pennsylvania,47
2015,8,Rhode Island,19
2015,8,South Carolina,9
2015,8,South Dakota,10
2015,8,Tennessee,45
2015,8,Texas,119
2015,8,Utah,22
2015,8,Vermont,3
2015,8,Virginia,132
2015,8,Washington,19
2015,8,West Virginia,4
2015,8,Wisconsin,37
2015,8,Wyoming,3
2015,9,Alabama,5
2015,9,Alaska,4
2015,9,Arizona,34
2015,9,Arkansas,5
2015,9,California,104
2015,9,Colorado,25
2015,9,Connecticut,6
2015,9,Florida,21
2015,9,Georgia,38
2015,9,Hawaii,12
2015,9,Idaho,7
2015,9,Illinois,284
2015,9,Indiana,15
2015,9,Iowa,3
2015,9,Kansas,2
2015,9,Kentucky,22
2015,9,Louisiana,3
2015,9,Maine,6
2015,9,Maryland,31
2015,9,Massachusetts,46
2015,9,Michigan,38
2015,9,Minnesota,22
2015,9,Mississippi,1
2015,9,Missouri,7
2015,9,Montana,1
2015,9,Nebraska,3
2015,9,Nevada,33
2015,9,New Hampshire,1
2015,9,New Jersey,51
2015,9,New York,46
2015,9,North Carolina,19
2015,9,North Dakota,2
2015,9,Ohio,14
2015,9,Oklahoma,4
2015,9,Oregon,6
2015,9,Pennsylvania,22
2015,9,Rhode Island,1
2015,9,South Carolina,1
2015,9,South Dakota,3
2015,9,Tennessee,20
2015,9,Texas,33
2015,9,Utah,8
2015,9,Vermont,2
2015,9,Virginia,65
2015,9,Washington,13
2015,9,West Virginia,2
2015,9,Wisconsin,20
2015,9,Wyoming,4
2015,10,Alabama,3
2015,10,Alaska,6
2015,10,Arizona,17
2015,10,Arkansas,10
2015,10,California,75
2015,10,Colorado,33
2015,10,Connecticut,6
2015,10,Florida,27
2015,10,Georgia,31
2015,10,Hawaii,14
2015,10,Idaho,3
2015,10,Illinois,50
2015,10,Indiana,8
2015,10,Iowa,5
2015,10,Kansas,6
2015,10,Kentucky,11
2015,10,Louisiana,10
2015,10,Maine,2
2015,10,Maryland,20
2015,10,Massachusetts,49
2015,10,Michigan,23
2015,10,Minnesota,16
2015,10,Mississippi,7
2015,10,Missouri,14
2015,10,Montana,1
2015,10,Nebraska,7
2015,10,Nevada,28
2015,10,New Hampshire,3
2015,10,New Jersey,94
2015,10,New York,39
2015,10,North Carolina,21
2015,10,North Dakota,3
2015,10,Ohio,19
2015,10,Oklahoma,11
2015,10,Oregon,6
2015,10,Pennsylvania,19
2015,10,Rhode Island,6
2015,10,South Carolina,2
2015,10,South Dakota,2
2015,10,Tennessee,21
2015,10,Texas,413
2015,10,Utah,10
2015,10,Vermont,3
2015,10,Virginia,49
2015,10,Washington,19
2015,10,Wisconsin,8
2015,11,Alabama,5
2015,11,Alaska,11
2015,11,Arizona,58
2015,11,Arkansas,10
2015,11,California,96
2015,11,Colorado,229
2015,11,Connecticut,10
2015,11,Florida,31
2015,11,Georgia,62
2015,11,Hawaii,3
2015,11,Idaho,5
2015,11,Illinois,809
2015,11,Indiana,27
2015,11,Iowa,22
2015,11,Kansas,19
2015,11,Kentucky,29
2015,11,Louisiana,10
2015,11,Maine,2
2015,11,Maryland,31
2015,11,Massachusetts,47
2015,11,Michigan,68
2015,11,Minnesota,43
2015,11,Mississippi,8
2015,11,Missouri,24
2015,11,Montana,2
2015,11,Nebraska,16
2015,11,Nevada,44
2015,11,New Hampshire,4
2015,11,New Jersey,111
2015,11,New York,77
2015,11,North Carolina,24
2015,11,North Dakota,10
2015,11,Ohio,35
2015,11,Oklahoma,31
2015,11,Oregon,9
2015,11,Pennsylvania,21
2015,11,Rhode Island,6
2015,11,South Carolina,10
2015,11,South Dakota,15
2015,11,Tennessee,36
2015,11,Texas,205
2015,11,Utah,40
2015,11,Vermont,8
2015,11,Virginia,52
2015,11,Washington,50
2015,11,West Virginia,7
2015,11,Wisconsin,30
2015,11,Wyoming,1
2015,12,Alabama,21
2015,12,Alaska,23
2015,12,Arizona,104
2015,12,Arkansas,26
2015,12,California,196
2015,12,Colorado,395
2015,12,Connecticut,14
2015,12,Florida,68
2015,12,Georgia,271
2015,12,Hawaii,8
2015,12,Idaho,16
2015,12,Illinois,870
2015,12,Indiana,39
2015,12,Iowa,22
2015,12,Kansas,28
2015,12,Kentucky,41
2015,12,Louisiana,37
2015,12,Maine,14
2015,12,Maryland,74
2015,12,Massachusetts,78
2015,12,Michigan,118
2015,12,Minnesota,87
2015,12,Mississippi,12
2015,12,Missouri,48
2015,12,Montana,14
2015,12,Nebraska,32
2015,12,Nevada,87
2015,12,New Hampshire,10
2015,12,New Jersey,247
2015,12,New York,58
2015,12,North Carolina,40
2015,12,North Dakota,9
2015,12,Ohio,55
2015,12,Oklahoma,41
2015,12,Oregon,44
2015,12,Pennsylvania,44
2015,12,Rhode Island,13
2015,12,South Carolina,18
2015,12,South Dakota,10
2015,12,Tennessee,64
2015,12,Texas,635
2015,12,Utah,58
2015,12,Vermont,17
2015,12,Virginia,92
2015,12,Washington,64
2015,12,West Virginia,3
2015,12,Wisconsin,69
2015,12,Wyoming,14
2016,1,Alabama,16
2016,1,Alaska,9
2016,1,Arizona,160
2016,1,Arkansas,11
2016,1,California,299
2016,1,Colorado,202
2016,1,Connecticut,37
2016,1,Florida,274
2016,1,Georgia,414
2016,1,Hawaii,12
2016,1,Idaho,10
2016,1,Illinois,359
2016,1,Indiana,47
2016,1,Iowa,4
2016,1,Kansas,2
2016,1,Kentucky,23
2016,1,Louisiana,46
2016,1,Maine,22
2016,1,Maryland,631
2016,1,Massachusetts,276
2016,1,Michigan,175
2016,1,Minnesota,98
2016,1,Mississippi,2
2016,1,Missouri,73
2016,1,Montana,2
2016,1,Nebraska,17
2016,1,Nevada,262
2016,1,New Hampshire,19
2016,1,New Jersey,824
2016,1,New York,538
2016,1,North Carolina,589
2016,1,North Dakota,10
2016,1,Ohio,65
2016,1,Oklahoma,7
2016,1,Oregon,33
2016,1,Pennsylvania,345
2016,1,Rhode Island,40
2016,1,South Carolina,37
2016,1,South Dakota,5
2016,1,Tennessee,167
2016,1,Texas,224
2016,1,Utah,54
2016,1,Vermont,19
2016,1,Virginia,609
2016,1,Washington,80
2016,1,West Virginia,11
2016,1,Wisconsin,40
2016,1,Wyoming,3
2016,2,Alabama,15
2016,2,Alaska,20
2016,2,Arizona,75
2016,2,Arkansas,2
2016,2,California,129
2016,2,Colorado,361
2016,2,Connecticut,20
2016,2,Florida,102
2016,2,Georgia,162
2016,2,Hawaii,7
2016,2,Idaho,8
2016,2,Illinois,604
2016,2,Indiana,31
2016,2,Iowa,14
2016,2,Kansas,12
2016,2,Kentucky,27
2016,2,Louisiana,25
2016,2,Maine,21
2016,2,Maryland,180
2016,2,Massachusetts,334
2016,2,Michigan,118
2016,2,Minnesota,163
2016,2,Mississippi,1
2016,2,Missouri,55
2016,2,Montana,3
2016,2,Nebraska,44
2016,2,Nevada,73
2016,2,New Hampshire,12
2016,2,New Jersey,301
2016,2,New York,160
2016,2,North Carolina,132
2016,2,North Dakota,12
2016,2,Ohio,72
2016,2,Oklahoma,12
2016,2,Oregon,18
2016,2,Pennsylvania,78
2016,2,Rhode Island,38
2016,2,South Carolina,14
2016,2,South Dakota,17
2016,2,Tennessee,54
2016,2,Texas,90
2016,2,Utah,29
2016,2,Vermont,12
2016,2,Virginia,279
2016,2,Washington,21
2016,2,West Virginia,1
2016,2,Wisconsin,54
2016,2,Wyoming,3
2016,3,Alabama,9
2016,3,Alaska,25
2016,3,Arizona,65
2016,3,Arkansas,5
2016,3,California,145
2016,3,Colorado,750
2016,3,Connecticut,4
2016,3,Florida,65
2016,3,Georgia,78
2016,3,Hawaii,7
2016,3,Idaho,16
2016,3,Illinois,215
2016,3,Indiana,17
2016,3,Iowa,8
2016,3,Kansas,12
2016,3,Kentucky,6
2016,3,Louisiana,24
2016,3,Maine,2
2016,3,Maryland,34
2016,3,Massachusetts,84
2016,3,Michigan,74
2016,3,Minnesota,67
2016,3,Mississippi,7
2016,3,Missouri,31
2016,3,Montana,4
2016,3,Nebraska,19
2016,3,Nevada,88
2016,3,New Hampshire,2
2016,3,New Jersey,78
2016,3,New York,23
2016,3,North Carolina,26
2016,3,North Dakota,5
2016,3,Ohio,35
2016,3,Oklahoma,13
2016,3,Oregon,26
2016,3,Pennsylvania,36
2016,3,Rhode Island,15
2016,3,South Carolina,8
2016,3,South Dakota,7
2016,3,Tennessee,28
2016,3,Texas,168
2016,3,Utah,41
2016,3,Vermont,3
2016,3,Virginia,56
2016,3,Washington,45
2016,3,West Virginia,3
2016,3,Wisconsin,34
2016,3,Wyoming,5
2016,4,Alabama,12
2016,4,Alaska,2
2016,4,Arizona,50
2016,4,Arkansas,8
2016,4,California,126
2016,4,Colorado,537
2016,4,Connecticut,9
2016,4,Florida,66
2016,4,Georgia,66
2016,4,Hawaii,7
2016,4,Idaho,10
2016,4,Illinois,85
2016,4,Indiana,13
2016,4,Iowa,7
2016,4,Kansas,13
2016,4,Kentucky,5
2016,4,Louisiana,37
2016,4,Maine,8
2016,4,Maryland,28
2016,4,Massachusetts,109
2016,4,Michigan,30
2016,4,Minnesota,23
2016,4,Mississippi,8
2016,4,Missouri,30
2016,4,Montana,3
2016,4,Nebraska,15
