YEAR,MONTH,STATE,TOTAL_FLIGHTS
2016,9,Wyoming,354,0
2016,10,Alabama,1069,0
2016,10,Alaska,1196,0
2016,10,Arizona,12955,0
2016,10,Arkansas,772,0
2016,10,California,17988,0
2016,10,Colorado,19405,0
2016,10,Connecticut,1729,0
2016,10,Florida,9637,0
2016,10,Georgia,32769,0
2016,10,Hawaii,3809,0
2016,10,Idaho,1272,0
2016,10,Illinois,21555,0
2016,10,Indiana,2119,0
2016,10,Iowa,637,0
2016,10,Kansas,654,0
2016,10,Kentucky,1230,0
2016,10,Louisiana,3750,0
2016,10,Maine,689,0
2016,10,Maryland,8226,0
2016,10,Massachussets,10473,0
2016,10,Michigan,11223,0
2016,10,Minnesota,11165,0
2016,10,Mississippi,454,0
2016,10,Missouri,4768,0
2016,10,Montana,313,0
2016,10,Nebraska,1599,0
2016,10,Nevada,13156,0
2016,10,New Hampshire,630,0
2016,10,New Jersey,10016,0
2016,10,New Mexico,0
2016,10,New York,9282,0
2016,10,North Carolina,9469,0
2016,10,North Dakota,313,0
2016,10,Ohio,2938,0
2016,10,Oklahoma,1396,0
2016,10,Oregon,5027,0
2016,10,Pennsylvania,6215,0
2016,10,Rhode Island,1081,0
2016,10,South Carolina,1268,0
2016,10,South Dakota,430,0
2016,10,Tennessee,4598,0
2016,10,Texas,16279,0
2016,10,Utah,9205,0
2016,10,Vermont,357,0
2016,10,Virginia,6574,0
2016,10,Washington,10885,0
2016,10,West Virginia,219,0
2016,10,Wisconsin,2588,0
2016,10,Wyoming,179,0
2016,11,Alabama,1017,0
2016,11,Alaska,1115,0
2016,11,Arizona,12744,0
2016,11,Arkansas,686,0
2016,11,California,17044,0
2016,11,Colorado,17589,0
2016,11,Connecticut,1857,0
2016,11,Florida,10161,0
2016,11,Georgia,30965,0
2016,11,Hawaii,3697,0
2016,11,Idaho,1196,0
2016,11,Illinois,19488,0
2016,11,Indiana,2032,0
2016,11,Iowa,612,0
2016,11,Kansas,637,0
2016,11,Kentucky,1125,0
2016,11,Louisiana,3713,0
2016,11,Maine,445,0
2016,11,Maryland,8132,0
2016,11,Massachussets,9748,0
2016,11,Michigan,10196,0
2016,11,Minnesota,10235,0
2016,11,Mississippi,431,0
2016,11,Missouri,4657,0
2016,11,Montana,212,0
2016,11,Nebraska,1557,0
2016,11,Nevada,12118,0
2016,11,New Hampshire,565,0
2016,11,New Jersey,9745,0
2016,11,New Mexico,0
2016,11,New York,9034,0
2016,11,North Carolina,9068,0
2016,11,North Dakota,261,0
2016,11,Ohio,2624,0
2016,11,Oklahoma,1263,0
2016,11,Oregon,4789,0
2016,11,Pennsylvania,5980,0
2016,11,Rhode Island,1127,0
2016,11,South Carolina,1177,0
2016,11,South Dakota,361,0
2016,11,Tennessee,4350,0
2016,11,Texas,15224,0
2016,11,Utah,8582,0
2016,11,Vermont,231,0
2016,11,Virginia,6019,0
2016,11,Washington,10171,0
2016,11,West Virginia,202,0
2016,11,Wisconsin,2477,0
2016,11,Wyoming,81,0
2016,12,Alabama,1029,0
2016,12,Alaska,1253,0
2016,12,Arizona,13624,0
2016,12,Arkansas,665,0
2016,12,California,17880,0
2016,12,Colorado,18125,0
2016,12,Connecticut,1825,0
2016,12,Florida,11077,0
2016,12,Georgia,30670,0
2016,12,Hawaii,4014,0
2016,12,Idaho,1282,0
2016,12,Illinois,18826,0
2016,12,Indiana,2028,0
2016,12,Iowa,562,0
2016,12,Kansas,605,0
2016,12,Kentucky,1121,0
2016,12,Louisiana,3588,0
2016,12,Maine,471,0
2016,12,Maryland,8325,0
2016,12,Massachussets,9369,0
2016,12,Michigan,9696,0
2016,12,Minnesota,9961,0
2016,12,Mississippi,418,0
2016,12,Missouri,4830,0
2016,12,Montana,401,0
2016,12,Nebraska,1593,0
2016,12,Nevada,12085,0
2016,12,New Hampshire,536,0
2016,12,New Jersey,9960,0
2016,12,New Mexico,0
2016,12,New York,9495,0
2016,12,North Carolina,8980,0
2016,12,North Dakota,281,0
2016,12,Ohio,2599,0
2016,12,Oklahoma,1217,0
2016,12,Oregon,4962,0
2016,12,Pennsylvania,6011,0
2016,12,Rhode Island,1186,0
2016,12,South Carolina,1004,0
2016,12,South Dakota,318,0
2016,12,Tennessee,4360,0
2016,12,Texas,15488,0
2016,12,Utah,9085,0
2016,12,Vermont,350,0
2016,12,Virginia,5795,0
2016,12,Washington,10628,0
2016,12,West Virginia,183,0
2016,12,Wisconsin,2489,0
2016,12,Wyoming,309,0
2017,1,Alabama,912,0
2017,1,Alaska,1223,0
2017,1,Arizona,13257,0
2017,1,Arkansas,630,0
2017,1,California,17314,0
2017,1,Colorado,17030,0
2017,1,Connecticut,1731,0
2017,1,Florida,11007,0
2017,1,Georgia,30138,0
2017,1,Hawaii,3809,0
2017,1,Idaho,1208,0
2017,1,Illinois,18782,0
2017,1,Indiana,2084,0
2017,1,Iowa,684,0
2017,1,Kansas,656,0
2017,1,Kentucky,1040,0
2017,1,Louisiana,3526,0
2017,1,Maine,393,0
2017,1,Maryland,7648,0
2017,1,Massachussets,9456,0
2017,1,Michigan,9683,0
2017,1,Minnesota,9618,0
2017,1,Mississippi,356,0
2017,1,Missouri,4661,0
2017,1,Montana,349,0
2017,1,Nebraska,1556,0
2017,1,Nevada,12487,0
2017,1,New Hampshire,504,0
2017,1,New Jersey,9279,0
2017,1,New Mexico,0
2017,1,New York,9109,0
2017,1,North Carolina,9025,0
2017,1,North Dakota,203,0
2017,1,Ohio,2609,0
2017,1,Oklahoma,1180,0
2017,1,Oregon,4591,0
2017,1,Pennsylvania,5762,0
2017,1,Rhode Island,1008,0
2017,1,South Carolina,957,0
2017,1,South Dakota,372,0
2017,1,Tennessee,4238,0
2017,1,Texas,15304,0
2017,1,Utah,9097,0
2017,1,Vermont,284,0
2017,1,Virginia,6086,0
2017,1,Washington,10126,0
2017,1,West Virginia,190,0
2017,1,Wisconsin,2527,0
2017,1,Wyoming,341,0
2017,2,Alabama,827,0
2017,2,Alaska,1053,0
2017,2,Arizona,11915,0
2017,2,Arkansas,566,0
2017,2,California,15569,0
2017,2,Colorado,15533,0
2017,2,Connecticut,1562,0
2017,2,Florida,10105,0
2017,2,Georgia,27623,0
2017,2,Hawaii,3495,0
2017,2,Idaho,1109,0
2017,2,Illinois,17775,0
2017,2,Indiana,1900,0
2017,2,Iowa,640,0
2017,2,Kansas,605,0
2017,2,Kentucky,983,0
2017,2,Louisiana,3312,0
2017,2,Maine,342,0
2017,2,Maryland,6763,0
2017,2,Massachussets,8803,0
2017,2,Michigan,9183,0
2017,2,Minnesota,8950,0
2017,2,Mississippi,304,0
2017,2,Missouri,4186,0
2017,2,Montana,335,0
2017,2,Nebraska,1456,0
2017,2,Nevada,11063,0
2017,2,New Hampshire,448,0
2017,2,New Jersey,8323,0
2017,2,New Mexico,0
2017,2,New York,8430,0
2017,2,North Carolina,8369,0
2017,2,North Dakota,199,0
2017,2,Ohio,2361,0
2017,2,Oklahoma,1045,0
2017,2,Oregon,4124,0
2017,2,Pennsylvania,5205,0
2017,2,Rhode Island,907,0
2017,2,South Carolina,880,0
2017,2,South Dakota,333,0
2017,2,Tennessee,3823,0
2017,2,Texas,13764,0
2017,2,Utah,8345,0
2017,2,Vermont,260,0
2017,2,Virginia,5703,0
2017,2,Washington,9157,0
2017,2,West Virginia,178,0
2017,2,Wisconsin,2327,0
2017,2,Wyoming,315,0
2017,3,Alabama,1009,0
2017,3,Alaska,1222,0
2017,3,Arizona,14367,0
2017,3,Arkansas,676,0
2017,3,California,18077,0
2017,3,Colorado,18659,0
2017,3,Connecticut,1822,0
2017,3,Florida,12240,0
2017,3,Georgia,32457,0
2017,3,Hawaii,4034,0
2017,3,Idaho,1265,0
2017,3,Illinois,21993,0
2017,3,Indiana,2347,0
2017,3,Iowa,682,0
2017,3,Kansas,709,0
2017,3,Kentucky,1419,0
2017,3,Louisiana,3997,0
2017,3,Maine,458,0
2017,3,Maryland,8368,0
2017,3,Massachussets,10596,0
2017,3,Michigan,10901,0
2017,3,Minnesota,11214,0
2017,3,Mississippi,386,0
2017,3,Missouri,4996,0
2017,3,Montana,403,0
2017,3,Nebraska,1709,0
2017,3,Nevada,12857,0
2017,3,New Hampshire,466,0
2017,3,New Jersey,9908,0
2017,3,New Mexico,0
2017,3,New York,9809,0
2017,3,North Carolina,9739,0
2017,3,North Dakota,300,0
2017,3,Ohio,2793,0
2017,3,Oklahoma,1197,0
2017,3,Oregon,4947,0
2017,3,Pennsylvania,6357,0
2017,3,Rhode Island,1175,0
2017,3,South Carolina,1053,0
2017,3,South Dakota,359,0
2017,3,Tennessee,4541,0
2017,3,Texas,15496,0
2017,3,Utah,9974,0
2017,3,Vermont,265,0
2017,3,Virginia,6571,0
2017,3,Washington,10725,0
2017,3,West Virginia,204,0
2017,3,Wisconsin,2865,0
2017,3,Wyoming,337,0
2017,4,Alabama,911,0
2017,4,Alaska,1200,0
2017,4,Arizona,13284,0
2017,4,Arkansas,635,0
2017,4,California,17433,0
2017,4,Colorado,17704,0
2017,4,Connecticut,1859,0
2017,4,Florida,11630,0
2017,4,Georgia,31122,0
2017,4,Hawaii,3908,0
2017,4,Idaho,1185,0
2017,4,Illinois,21464,0
2017,4,Indiana,2366,0
2017,4,Iowa,673,0
2017,4,Kansas,736,0
2017,4,Kentucky,1356,0
2017,4,Louisiana,3985,0
2017,4,Maine,577,0
2017,4,Maryland,8205,0
2017,4,Massachussets,10537,0
2017,4,Michigan,10394,0
2017,4,Minnesota,11235,0
2017,4,Mississippi,378,0
2017,4,Missouri,4781,0
2017,4,Montana,229,0
2017,4,Nebraska,1541,0
2017,4,Nevada,12570,0
2017,4,New Hampshire,474,0
2017,4,New Jersey,9780,0
2017,4,New Mexico,0
2017,4,New York,9442,0
2017,4,North Carolina,9452,0
2017,4,North Dakota,185,0
2017,4,Ohio,2780,0
2017,4,Oklahoma,1204,0
2017,4,Oregon,4793,0
2017,4,Pennsylvania,6129,0
2017,4,Rhode Island,1208,0
2017,4,South Carolina,1184,0
2017,4,South Dakota,300,0
2017,4,Tennessee,4334,0
2017,4,Texas,14207,0
2017,4,Utah,9091,0
2017,4,Vermont,306,0
2017,4,Virginia,6307,0
2017,4,Washington,10603,0
2017,4,West Virginia,193,0
2017,4,Wisconsin,2775,0
2017,4,Wyoming,99,0
2017,5,Alabama,987,0
2017,5,Alaska,1431,0
2017,5,Arizona,13480,0
2017,5,Arkansas,673,0
2017,5,California,18169,0
2017,5,Colorado,19122,0
2017,5,Connecticut,1931,0
2017,5,Florida,11009,0
2017,5,Georgia,32157,0
2017,5,Hawaii,4130,0
2017,5,Idaho,1237,0
2017,5,Illinois,23366,0
2017,5,Indiana,2359,0
2017,5,Iowa,704,0
2017,5,Kansas,770,0
2017,5,Kentucky,1557,0
2017,5,Louisiana,4220,0
2017,5,Maine,558,0
2017,5,Maryland,8821,0
2017,5,Massachussets,11051,0
2017,5,Michigan,11178,0
2017,5,Minnesota,11619,0
2017,5,Mississippi,406,0
2017,5,Missouri,4841,0
2017,5,Montana,296,0
2017,5,Nebraska,1813,0
2017,5,Nevada,13121,0
2017,5,New Hampshire,545,0
2017,5,New Jersey,10010,0
2017,5,New Mexico,0
2017,5,New York,9705,0
2017,5,North Carolina,9945,0
2017,5,North Dakota,280,0
2017,5,Ohio,3063,0
2017,5,Oklahoma,1213,0
2017,5,Oregon,5211,0
2017,5,Pennsylvania,6352,0
2017,5,Rhode Island,1147,0
2017,5,South Carolina,1274,0
2017,5,South Dakota,395,0
2017,5,Tennessee,4490,0
2017,5,Texas,15470,0
2017,5,Utah,9404,0
2017,5,Vermont,255,0
2017,5,Virginia,6551,0
2017,5,Washington,11525,0
2017,5,West Virginia,236,0
2017,5,Wisconsin,2599,0
2017,5,Wyoming,148,0
2017,6,Alabama,950,0
2017,6,Alaska,1953,0
2017,6,Arizona,13069,0
2017,6,Arkansas,707,0
2017,6,California,18561,0
2017,6,Colorado,19901,0
2017,6,Connecticut,1914,0
2017,6,Florida,11230,0
2017,6,Georgia,32050,0
2017,6,Hawaii,4328,0
2017,6,Idaho,1337,0
2017,6,Illinois,24719,0
2017,6,Indiana,2416,0
2017,6,Iowa,691,0
2017,6,Kansas,700,0
2017,6,Kentucky,1908,0
2017,6,Louisiana,3987,0
2017,6,Maine,583,0
2017,6,Maryland,9097,0
2017,6,Massachussets,11006,0
2017,6,Michigan,10871,0
2017,6,Minnesota,11879,0
2017,6,Mississippi,387,0
2017,6,Missouri,4937,0
2017,6,Montana,505,0
2017,6,Nebraska,1809,0
2017,6,Nevada,12933,0
2017,6,New Hampshire,488,0
2017,6,New Jersey,9849,0
2017,6,New Mexico,0
2017,6,New York,9808,0
2017,6,North Carolina,9453,0
2017,6,North Dakota,233,0
2017,6,Ohio,3140,0
2017,6,Oklahoma,1312,0
2017,6,Oregon,5735,0
2017,6,Pennsylvania,6340,0
2017,6,Rhode Island,1123,0
2017,6,South Carolina,1240,0
2017,6,South Dakota,424,0
2017,6,Tennessee,4755,0
2017,6,Texas,15518,0
2017,6,Utah,9674,0
2017,6,Vermont,302,0
2017,6,Virginia,6299,0
2017,6,Washington,12566,0
2017,6,West Virginia,216,0
2017,6,Wisconsin,2614,0
2017,6,Wyoming,367,0
2017,7,Alabama,978,0
2017,7,Alaska,2084,0
2017,7,Arizona,13264,0
2017,7,Arkansas,608,0
2017,7,California,19173,0
2017,7,Colorado,20643,0
2017,7,Connecticut,1986,0
2017,7,Florida,11843,0
2017,7,Georgia,32186,0
2017,7,Hawaii,4486,0
2017,7,Idaho,1412,0
2017,7,Illinois,25594,0
2017,7,Indiana,2514,0
2017,7,Iowa,644,0
2017,7,Kansas,719,0
2017,7,Kentucky,1996,0
2017,7,Louisiana,3953,0
2017,7,Maine,676,0
2017,7,Maryland,9260,0
2017,7,Massachussets,11125,0
2017,7,Michigan,10942,0
2017,7,Minnesota,12624,0
2017,7,Mississippi,414,0
2017,7,Missouri,4941,0
2017,7,Montana,637,0
2017,7,Nebraska,1752,0
2017,7,Nevada,13225,0
2017,7,New Hampshire,539,0
2017,7,New Jersey,9992,0
2017,7,New Mexico,0
2017,7,New York,10090,0
2017,7,North Carolina,9727,0
2017,7,North Dakota,201,0
2017,7,Ohio,3189,0
2017,7,Oklahoma,1318,0
2017,7,Oregon,6042,0
2017,7,Pennsylvania,6502,0
2017,7,Rhode Island,1140,0
2017,7,South Carolina,1249,0
2017,7,South Dakota,455,0
2017,7,Tennessee,4913,0
2017,7,Texas,16092,0
2017,7,Utah,10003,0
2017,7,Vermont,305,0
2017,7,Virginia,6347,0
2017,7,Washington,13390,0
2017,7,West Virginia,125,0
2017,7,Wisconsin,2684,0
2017,7,Wyoming,556,0
2017,8,Alabama,1035,0
2017,8,Alaska,1989,0
2017,8,Arizona,13040,0
2017,8,Arkansas,616,0
2017,8,California,19399,0
2017,8,Colorado,20891,0
2017,8,Connecticut,2011,0
2017,8,Florida,11130,0
2017,8,Georgia,31899,0
2017,8,Hawaii,4397,0
2017,8,Idaho,1436,0
2017,8,Illinois,25757,0
2017,8,Indiana,2441,0
2017,8,Iowa,719,0
2017,8,Kansas,723,0
2017,8,Kentucky,1993,0
2017,8,Louisiana,3907,0
2017,8,Maine,697,0
2017,8,Maryland,9057,0
2017,8,Massachussets,11327,0
2017,8,Michigan,11443,0
2017,8,Minnesota,12808,0
2017,8,Mississippi,411,0
2017,8,Missouri,4988,0
2017,8,Montana,616,0
2017,8,Nebraska,1719,0
2017,8,Nevada,13367,0
2017,8,New Hampshire,554,0
2017,8,New Jersey,10629,0
2017,8,New Mexico,0
2017,8,New York,10106,0
2017,8,North Carolina,9881,0
2017,8,North Dakota,268,0
2017,8,Ohio,3336,0
2017,8,Oklahoma,1251,0
2017,8,Oregon,5893,0
2017,8,Pennsylvania,6500,0
2017,8,Rhode Island,1203,0
2017,8,South Carolina,1270,0
2017,8,South Dakota,440,0
2017,8,Tennessee,4912,0
2017,8,Texas,15977,0
2017,8,Utah,10194,0
2017,8,Vermont,295,0
2017,8,Virginia,6526,0
2017,8,Washington,13578,0
2017,8,West Virginia,143,0
2017,8,Wisconsin,2712,0
2017,8,Wyoming,531,0
2017,9,Alabama,989,0
2017,9,Alaska,1443,0
2017,9,Arizona,11556,0
2017,9,Arkansas,659,0
2017,9,California,17436,0
2017,9,Colorado,18831,0
2017,9,Connecticut,1808,0
2017,9,Florida,9483,0
2017,9,Georgia,28641,0
2017,9,Hawaii,3858,0
2017,9,Idaho,1359,0
2017,9,Illinois,22844,0
2017,9,Indiana,2111,0
2017,9,Iowa,739,0
2017,9,Kansas,655,0
2017,9,Kentucky,1729,0
2017,9,Louisiana,3680,0
2017,9,Maine,548,0
2017,9,Maryland,8233,0
2017,9,Massachussets,10365,0
2017,9,Michigan,10565,0
2017,9,Minnesota,11204,0
2017,9,Mississippi,372,0
2017,9,Missouri,4655,0
2017,9,Montana,441,0
2017,9,Nebraska,1693,0
2017,9,Nevada,12686,0
2017,9,New Hampshire,574,0
2017,9,New Jersey,9211,0
2017,9,New Mexico,0
2017,9,New York,8869,0
2017,9,North Carolina,9395,0
2017,9,North Dakota,282,0
2017,9,Ohio,3226,0
2017,9,Oklahoma,1157,0
2017,9,Oregon,5509,0
2017,9,Pennsylvania,5935,0
2017,9,Rhode Island,1122,0
2017,9,South Carolina,1157,0
2017,9,South Dakota,376,0
2017,9,Tennessee,4595,0
2017,9,Texas,14649,0
2017,9,Utah,9025,0
2017,9,Vermont,307,0
2017,9,Virginia,5961,0
2017,9,Washington,11931,0
2017,9,West Virginia,92,0
2017,9,Wisconsin,2205,0
2017,9,Wyoming,339,0
2017,10,Alabama,1011,0
2017,10,Alaska,1244,0
2017,10,Arizona,12545,0
2017,10,Arkansas,700,0
2017,10,California,18397,0
2017,10,Colorado,19181,0
2017,10,Connecticut,1876,0
2017,10,Florida,10232,0
2017,10,Georgia,29842,0
2017,10,Hawaii,3957,0
2017,10,Idaho,1442,0
2017,10,Illinois,23039,0
2017,10,Indiana,2248,0
2017,10,Iowa,744,0
2017,10,Kansas,657,0
2017,10,Kentucky,1738,0
2017,10,Louisiana,4076,0
2017,10,Maine,451,0
2017,10,Maryland,8562,0
2017,10,Massachussets,10988,0
2017,10,Michigan,11223,0
2017,10,Minnesota,12066,0
2017,10,Mississippi,403,0
2017,10,Missouri,4833,0
2017,10,Montana,391,0
2017,10,Nebraska,1646,0
2017,10,Nevada,13242,0
2017,10,New Hampshire,595,0
2017,10,New Jersey,9881,0
2017,10,New Mexico,0
2017,10,New York,9048,0
2017,10,North Carolina,9804,0
2017,10,North Dakota,313,0
2017,10,Ohio,3239,0
2017,10,Oklahoma,1302,0
2017,10,Oregon,5656,0
2017,10,Pennsylvania,6079,0
2017,10,Rhode Island,1216,0
2017,10,South Carolina,1293,0
2017,10,South Dakota,377,0
2017,10,Tennessee,5012,0
2017,10,Texas,15515,0
2017,10,Utah,9323,0
2017,10,Vermont,319,0
2017,10,Virginia,6244,0
2017,10,Washington,11688,0
2017,10,West Virginia,112,0
2017,10,Wisconsin,2304,0
2017,10,Wyoming,156,0
2017,11,Alabama,959,0
2017,11,Alaska,1157,0
2017,11,Arizona,11950,0
2017,11,Arkansas,624,0
2017,11,California,17060,0
2017,11,Colorado,17627,0
2017,11,Connecticut,1839,0
2017,11,Florida,10606,0
2017,11,Georgia,28243,0
2017,11,Hawaii,3802,0
2017,11,Idaho,1457,0
2017,11,Illinois,20715,0
2017,11,Indiana,2105,0
2017,11,Iowa,656,0
2017,11,Kansas,605,0
2017,11,Kentucky,1569,0
2017,11,Louisiana,4103,0
2017,11,Maine,334,0
2017,11,Maryland,8478,0
2017,11,Massachussets,10204,0
2017,11,Michigan,10506,0
2017,11,Minnesota,10774,0
2017,11,Mississippi,366,0
2017,11,Missouri,4555,0
2017,11,Montana,339,0
2017,11,Nebraska,1452,0
2017,11,Nevada,11984,0
2017,11,New Hampshire,530,0
2017,11,New Jersey,9444,0
2017,11,New Mexico,0
2017,11,New York,8667,0
2017,11,North Carolina,9161,0
2017,11,North Dakota,297,0
2017,11,Ohio,2972,0
2017,11,Oklahoma,1348,0
2017,11,Oregon,4977,0
2017,11,Pennsylvania,5930,0
2017,11,Rhode Island,1250,0
2017,11,South Carolina,1162,0
2017,11,South Dakota,325,0
2017,11,Tennessee,4712,0
2017,11,Texas,14359,0
2017,11,Utah,8682,0
2017,11,Vermont,176,0
2017,11,Virginia,5934,0
2017,11,Washington,10883,0
2017,11,West Virginia,131,0
2017,11,Wisconsin,2318,0
2017,11,Wyoming,60,0
2017,12,Alabama,1016,0
2017,12,Alaska,1248,0
2017,12,Arizona,12781,0
2017,12,Arkansas,535,0
2017,12,California,17709,0
2017,12,Colorado,18043,0
2017,12,Connecticut,1872,0
2017,12,Florida,11483,0
2017,12,Georgia,28297,0
2017,12,Hawaii,4116,0
2017,12,Idaho,1449,0
2017,12,Illinois,20412,0
2017,12,Indiana,2135,0
2017,12,Iowa,597,0
2017,12,Kansas,613,0
2017,12,Kentucky,1473,0
2017,12,Louisiana,4130,0
2017,12,Maine,389,0
2017,12,Maryland,8523,0
2017,12,Massachussets,9998,0
2017,12,Michigan,9720,0
2017,12,Minnesota,10600,0
2017,12,Mississippi,335,0
2017,12,Missouri,4614,0
2017,12,Montana,457,0
2017,12,Nebraska,1446,0
2017,12,Nevada,12185,0
2017,12,New Hampshire,463,0
2017,12,New Jersey,9662,0
2017,12,New Mexico,0
2017,12,New York,9140,0
2017,12,North Carolina,9144,0
2017,12,North Dakota,301,0
2017,12,Ohio,2925,0
2017,12,Oklahoma,1293,0
2017,12,Oregon,5188,0
2017,12,Pennsylvania,6103,0
2017,12,Rhode Island,1256,0
2017,12,South Carolina,1087,0
2017,12,South Dakota,282,0
2017,12,Tennessee,4704,0
2017,12,Texas,14857,0
2017,12,Utah,9100,0
2017,12,Vermont,200,0
2017,12,Virginia,5879,0
2017,12,Washington,11004,0
2017,12,West Virginia,191,0
2017,12,Wisconsin,2232,0
2017,12,Wyoming,259,0